# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P29846	uniprotkb:P29846	uniprotkb:A7YCU9|intact:EBI-909718|uniprotkb:P29846	uniprotkb:A7YCU9|intact:EBI-909718|uniprotkb:P29846	psi-mi:polg_hcvtw(display_short)|psi-mi:Genome polyprotein(display_long)|MINT:NS3(author assigned name)	psi-mi:polg_hcvtw(display_short)|psi-mi:Genome polyprotein(display_long)|MINT:NS3(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Pan RY. et al.(2010)	intact:EBI-7640932|mint:d-09-01943|doi:10.1016/j.febslet.2009.11.090|mint:MINT-7306462|mint:MINT-7306460|pubmed:19958771|imex:IM-15565	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7640950|mint:MINT-7306465|imex:IM-15565-1	intact-miscore:0.4
uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:Q9WMX2-PRO_0000037551	intact:EBI-8853273|uniprotkb:Q9WMX2-PRO_0000037550	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	psi-mi:q9wmx2-pro_0000037550(display_short)|psi-mi:Non-structural protein 4B(display_long)|HPIDb:NS4B(author assigned name)	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)|HPIDb:NS5a(author assigned name)	psi-mi:"MI:0416"(fluorescence microscopy)	Stone M. et al.(2007)	intact:EBI-8853248|pubmed:17301141|imex:IM-25879	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-8853267|imex:IM-25879-1	intact-miscore:0.43
uniprotkb:P29846-PRO_0000037669	uniprotkb:P29846-PRO_0000037666	uniprotkb:P29846-PRO_0000037669|intact:EBI-8847386	intact:EBI-8847394|uniprotkb:P29846-PRO_0000037666	psi-mi:p29846-pro_0000037669(display_short)|psi-mi:Envelope glycoprotein E1(display_long)|HPIDb:E1(author assigned name)	psi-mi:p29846-pro_0000037666(display_short)|psi-mi:Core protein precursor(display_long)|HPIDb:core(author assigned name)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Ma H.C. et al.(2002)	intact:EBI-8847365|pubmed:12466485|imex:IM-26016	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-8847444|imex:IM-26016-3	intact-miscore:0.52
uniprotkb:P29846-PRO_0000037676	uniprotkb:P29846-PRO_0000037673	uniprotkb:P29846-PRO_0000037676|intact:EBI-9303022	uniprotkb:P29846-PRO_0000037673|intact:EBI-9303062	psi-mi:p29846-pro_0000037676(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:p29846-pro_0000037673(display_short)|psi-mi:Serine protease/helicase NS3(display_long)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Chen Y.J. et al.(2010)	intact:EBI-9293734|pubmed:20601427|imex:IM-22279	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-9303310|imex:IM-22279-13	intact-miscore:0.54
uniprotkb:P29846-PRO_0000037676	uniprotkb:P29846-PRO_0000037677	uniprotkb:P29846-PRO_0000037676|intact:EBI-9303022	uniprotkb:P29846-PRO_0000037677|intact:EBI-9303040	psi-mi:p29846-pro_0000037676(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:p29846-pro_0000037677(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Chen Y.J. et al.(2010)	intact:EBI-9293734|pubmed:20601427|imex:IM-22279	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-9303310|imex:IM-22279-13	intact-miscore:0.35
uniprotkb:P29846-PRO_0000037676	uniprotkb:P29846-PRO_0000037673	uniprotkb:P29846-PRO_0000037676|intact:EBI-9303022	uniprotkb:P29846-PRO_0000037673|intact:EBI-9303062	psi-mi:p29846-pro_0000037676(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:p29846-pro_0000037673(display_short)|psi-mi:Serine protease/helicase NS3(display_long)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Chen Y.J. et al.(2010)	intact:EBI-9293734|pubmed:20601427|imex:IM-22279	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-9303365|imex:IM-22279-14	intact-miscore:0.54
uniprotkb:P29846-PRO_0000037676	uniprotkb:P29846-PRO_0000037673	uniprotkb:P29846-PRO_0000037676|intact:EBI-9303022	uniprotkb:P29846-PRO_0000037673|intact:EBI-9303062	psi-mi:p29846-pro_0000037676(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:p29846-pro_0000037673(display_short)|psi-mi:Serine protease/helicase NS3(display_long)	psi-mi:"MI:0813"(proximity ligation assay)	Chen Y.J. et al.(2010)	intact:EBI-9293734|pubmed:20601427|imex:IM-22279	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	psi-mi:"MI:2364"(proximity)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-9303770|imex:IM-22279-16	intact-miscore:0.54
uniprotkb:Q03463-PRO_0000278738	uniprotkb:Q03463-PRO_0000278737	uniprotkb:Q03463-PRO_0000278738|intact:EBI-9081620	uniprotkb:Q03463-PRO_0000278737|intact:EBI-9081668	psi-mi:q03463-pro_0000278738(display_short)|psi-mi:Non-structural protein 4A(display_long)	psi-mi:q03463-pro_0000278737(display_short)|psi-mi:Serine protease/helicase NS3(display_long)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hara H. et al.(2009)	intact:EBI-9081599|pubmed:19264780|imex:IM-25922	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9081660|imex:IM-25922-5	intact-miscore:0.5
uniprotkb:Q03463-PRO_0000278737	uniprotkb:Q03463-PRO_0000278738	uniprotkb:Q03463-PRO_0000278737|intact:EBI-9081668	uniprotkb:Q03463-PRO_0000278738|intact:EBI-9081620	psi-mi:q03463-pro_0000278737(display_short)|psi-mi:Serine protease/helicase NS3(display_long)	psi-mi:q03463-pro_0000278738(display_short)|psi-mi:Non-structural protein 4A(display_long)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hara H. et al.(2009)	intact:EBI-9081599|pubmed:19264780|imex:IM-25922	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9097004|imex:IM-25922-9	intact-miscore:0.5
uniprotkb:Q03463-PRO_0000278733	uniprotkb:Q03463-PRO_0000278730	uniprotkb:Q03463-PRO_0000278733|intact:EBI-9159693	uniprotkb:Q03463-PRO_0000278730|intact:EBI-9159704	psi-mi:q03463-pro_0000278733(display_short)|psi-mi:Envelope glycoprotein E1(display_long)	psi-mi:q03463-pro_0000278730(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Nakai K. et al.(2006)	intact:EBI-9159672|pubmed:16971440|imex:IM-26052	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9159727|imex:IM-26052-5	intact-miscore:0.62
uniprotkb:Q03463-PRO_0000278733	uniprotkb:Q03463-PRO_0000278730	uniprotkb:Q03463-PRO_0000278733|intact:EBI-9159693	uniprotkb:Q03463-PRO_0000278730|intact:EBI-9159704	psi-mi:q03463-pro_0000278733(display_short)|psi-mi:Envelope glycoprotein E1(display_long)	psi-mi:q03463-pro_0000278730(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Nakai K. et al.(2006)	intact:EBI-9159672|pubmed:16971440|imex:IM-26052	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9159691|imex:IM-26052-1	intact-miscore:0.62
uniprotkb:Q03463-PRO_0000278730	uniprotkb:Q03463-PRO_0000278733	uniprotkb:Q03463-PRO_0000278730|intact:EBI-9159704	uniprotkb:Q03463-PRO_0000278733|intact:EBI-9159693	psi-mi:q03463-pro_0000278730(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:q03463-pro_0000278733(display_short)|psi-mi:Envelope glycoprotein E1(display_long)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Nakai K. et al.(2006)	intact:EBI-9159672|pubmed:16971440|imex:IM-26052	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9159714|imex:IM-26052-3	intact-miscore:0.62
uniprotkb:Q03463-PRO_0000278733	uniprotkb:Q03463-PRO_0000278733	uniprotkb:Q03463-PRO_0000278733|intact:EBI-9159693	uniprotkb:Q03463-PRO_0000278733|intact:EBI-9159693	psi-mi:q03463-pro_0000278733(display_short)|psi-mi:Envelope glycoprotein E1(display_long)	psi-mi:q03463-pro_0000278733(display_short)|psi-mi:Envelope glycoprotein E1(display_long)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Nakai K. et al.(2006)	intact:EBI-9159672|pubmed:16971440|imex:IM-26052	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9159727|imex:IM-26052-5	intact-miscore:0.35
uniprotkb:Q03463-PRO_0000278730	uniprotkb:Q03463-PRO_0000278733	uniprotkb:Q03463-PRO_0000278730|intact:EBI-9159704	uniprotkb:Q03463-PRO_0000278733|intact:EBI-9159693	psi-mi:q03463-pro_0000278730(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:q03463-pro_0000278733(display_short)|psi-mi:Envelope glycoprotein E1(display_long)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Nakai K. et al.(2006)	intact:EBI-9159672|pubmed:16971440|imex:IM-26052	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9159800|imex:IM-26052-9	intact-miscore:0.62
intact:EBI-6863782	uniprotkb:P07355	-	uniprotkb:Q567R4|uniprotkb:Q96DD5|intact:EBI-2211824|uniprotkb:Q6N0B3|uniprotkb:Q8TBV2|uniprotkb:Q9UDH8|ensembl:ENSP00000379342.3|ensembl:ENSP00000387545.3|ensembl:ENSP00000411352.2|ensembl:ENSP00000452858.2|ensembl:ENSP00000452895.2|ensembl:ENSP00000452981.2|ensembl:ENSP00000453694.2|ensembl:ENSP00000453859.2|ensembl:ENSP00000503447.1|ensembl:ENSP00000503757.1|ensembl:ENSP00000503855.1|ensembl:ENSP00000504035.1|ensembl:ENSP00000504164.1|intact:EBI-352622|uniprotkb:P07355	psi-mi:ns3_ns4a_hcvco(display_short)|psi-mi:Serine protease NS3/Non-structural protein 4A(display_long)|HPIDb:NS3/4A(author assigned name)	psi-mi:anxa2_human(display_short)|psi-mi:Annexin A2(display_long)|uniprotkb:ANXA2(gene name)|uniprotkb:Calpactin-1 heavy chain(gene name synonym)|uniprotkb:Placental anticoagulant protein IV(gene name synonym)|uniprotkb:Protein I(gene name synonym)|uniprotkb:p36(gene name synonym)|uniprotkb:Chromobindin-8(gene name synonym)|uniprotkb:Calpactin I heavy chain(gene name synonym)|uniprotkb:Lipocortin II(gene name synonym)|uniprotkb:Annexin II(gene name synonym)|uniprotkb:Annexin-2(gene name synonym)|uniprotkb:LPC2D(gene name synonym)|uniprotkb:CAL1H(gene name synonym)|uniprotkb:ANX2L4(gene name synonym)|uniprotkb:ANX2(gene name synonym)|HPIDb:Annexin A2(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lai C.K. et al.(2008)	intact:EBI-6863761|pubmed:18562541|imex:IM-26711	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6863780|imex:IM-26711-1	intact-miscore:0.56
intact:EBI-6863782	uniprotkb:P07355	-	uniprotkb:Q567R4|uniprotkb:Q96DD5|intact:EBI-2211824|uniprotkb:Q6N0B3|uniprotkb:Q8TBV2|uniprotkb:Q9UDH8|ensembl:ENSP00000379342.3|ensembl:ENSP00000387545.3|ensembl:ENSP00000411352.2|ensembl:ENSP00000452858.2|ensembl:ENSP00000452895.2|ensembl:ENSP00000452981.2|ensembl:ENSP00000453694.2|ensembl:ENSP00000453859.2|ensembl:ENSP00000503447.1|ensembl:ENSP00000503757.1|ensembl:ENSP00000503855.1|ensembl:ENSP00000504035.1|ensembl:ENSP00000504164.1|intact:EBI-352622|uniprotkb:P07355	psi-mi:ns3_ns4a_hcvco(display_short)|psi-mi:Serine protease NS3/Non-structural protein 4A(display_long)|HPIDb:NS3/4A(author assigned name)	psi-mi:anxa2_human(display_short)|psi-mi:Annexin A2(display_long)|uniprotkb:ANXA2(gene name)|uniprotkb:Calpactin-1 heavy chain(gene name synonym)|uniprotkb:Placental anticoagulant protein IV(gene name synonym)|uniprotkb:Protein I(gene name synonym)|uniprotkb:p36(gene name synonym)|uniprotkb:Chromobindin-8(gene name synonym)|uniprotkb:Calpactin I heavy chain(gene name synonym)|uniprotkb:Lipocortin II(gene name synonym)|uniprotkb:Annexin II(gene name synonym)|uniprotkb:Annexin-2(gene name synonym)|uniprotkb:LPC2D(gene name synonym)|uniprotkb:CAL1H(gene name synonym)|uniprotkb:ANX2L4(gene name synonym)|uniprotkb:ANX2(gene name synonym)|HPIDb:ANXA2(author assigned name)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Saxena V. et al.(2012)	intact:EBI-8792344|pubmed:22301157|imex:IM-25848	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-8792363|imex:IM-25848-1	intact-miscore:0.56
uniprotkb:Q9WMX2	uniprotkb:P22626	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:P22627|uniprotkb:A8K064|uniprotkb:Q9UC98|uniprotkb:Q9UDJ2|uniprotkb:A0A024RA27|uniprotkb:A0A024RA61|ensembl:ENSP00000346694.4|ensembl:ENSP00000349101.8|ensembl:ENSP00000354021.4|ensembl:ENSP00000503360.1|ensembl:ENSP00000503476.1|ensembl:ENSP00000503514.1|ensembl:ENSP00000503885.1|ensembl:ENSP00000504329.1|intact:EBI-299649|uniprotkb:P22626	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)|IntAct:core(author assigned name)	psi-mi:roa2_human(display_short)|psi-mi:Heterogeneous nuclear ribonucleoproteins A2/B1(display_long)|uniprotkb:HNRNPA2B1(gene name)|uniprotkb:HNRPA2B1(gene name synonym)|IntAct:HNRNPA2B1(author assigned name)	psi-mi:"MI:0676"(tandem affinity purification)	Pichlmair A et al.(2012)	intact:EBI-6137868|pubmed:22810585|imex:IM-17331	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6154835|imex:IM-17331-4	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:P06241	intact:EBI-710918|uniprotkb:Q9WMX2	ensembl:ENSP00000346671.3|ensembl:ENSP00000357656.2|uniprotkb:Q16248|uniprotkb:Q5R3A6|uniprotkb:Q5R3A7|uniprotkb:Q8N5D7|uniprotkb:B5BU57|intact:EBI-2561531|uniprotkb:E1P557|uniprotkb:H0UI48|intact:EBI-515315|uniprotkb:P06241	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:fyn_human(display_short)|psi-mi:Tyrosine-protein kinase Fyn(display_long)|uniprotkb:Fyn(gene name)|uniprotkb:Proto-oncogene Syn(gene name synonym)|uniprotkb:Src-like kinase(gene name synonym)|uniprotkb:Proto-oncogene c-Fyn(gene name synonym)|uniprotkb:p59-Fyn(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Macdonald A. et al.(2004)	intact:EBI-1991064|mint:MINT-5216943|pubmed:14993658	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-710957	intact-miscore:0.59
uniprotkb:P07948	uniprotkb:Q9WMX2	uniprotkb:A0AVQ5|intact:EBI-6868890|ensembl:ENSP00000428924.1|intact:EBI-79452|uniprotkb:P07948	intact:EBI-710918|uniprotkb:Q9WMX2	psi-mi:lyn_human(display_short)|psi-mi:Tyrosine-protein kinase Lyn(display_long)|uniprotkb:LYN(gene name)|uniprotkb:p56Lyn(gene name synonym)|uniprotkb:p53Lyn(gene name synonym)|uniprotkb:V-yes-1 Yamaguchi sarcoma viral related oncogene homolog(gene name synonym)|uniprotkb:Lck/Yes-related novel protein tyrosine kinase(gene name synonym)|uniprotkb:JTK8(gene name synonym)	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Macdonald A. et al.(2004)	intact:EBI-1991064|mint:MINT-5216943|pubmed:14993658	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-710977	intact-miscore:0.67
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:O75344	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q9UDS0|uniprotkb:B4DXT7|uniprotkb:G3V0I2|uniprotkb:Q7Z4T4|ensembl:ENSP00000252037.4|intact:EBI-744771|uniprotkb:O75344	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:fkbp6_human(display_short)|psi-mi:Inactive peptidyl-prolyl cis-trans isomerase FKBP6(display_long)|uniprotkb:FKBP6(gene name)|uniprotkb:FKBP36(gene name synonym)|uniprotkb:FK506-binding protein 6(gene name synonym)|uniprotkb:36 kDa FK506-binding protein(gene name synonym)|uniprotkb:Immunophilin FKBP36(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Kasai H. et al.(2014)	intact:EBI-11620827|pubmed:26567527|imex:IM-25969	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-11688311|imex:IM-25969-21	intact-miscore:0.6
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:O75344	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q9UDS0|uniprotkb:B4DXT7|uniprotkb:G3V0I2|uniprotkb:Q7Z4T4|ensembl:ENSP00000252037.4|intact:EBI-744771|uniprotkb:O75344	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:fkbp6_human(display_short)|psi-mi:Inactive peptidyl-prolyl cis-trans isomerase FKBP6(display_long)|uniprotkb:FKBP6(gene name)|uniprotkb:FKBP36(gene name synonym)|uniprotkb:FK506-binding protein 6(gene name synonym)|uniprotkb:36 kDa FK506-binding protein(gene name synonym)|uniprotkb:Immunophilin FKBP36(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kasai H. et al.(2014)	intact:EBI-11620827|pubmed:26567527|imex:IM-25969	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-11688279|imex:IM-25969-5	intact-miscore:0.6
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:O75344	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q9UDS0|uniprotkb:B4DXT7|uniprotkb:G3V0I2|uniprotkb:Q7Z4T4|ensembl:ENSP00000252037.4|intact:EBI-744771|uniprotkb:O75344	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:fkbp6_human(display_short)|psi-mi:Inactive peptidyl-prolyl cis-trans isomerase FKBP6(display_long)|uniprotkb:FKBP6(gene name)|uniprotkb:FKBP36(gene name synonym)|uniprotkb:FK506-binding protein 6(gene name synonym)|uniprotkb:36 kDa FK506-binding protein(gene name synonym)|uniprotkb:Immunophilin FKBP36(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kasai H. et al.(2014)	intact:EBI-11620827|pubmed:26567527|imex:IM-25969	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-11688375|imex:IM-25969-9	intact-miscore:0.6
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:O75344	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q9UDS0|uniprotkb:B4DXT7|uniprotkb:G3V0I2|uniprotkb:Q7Z4T4|ensembl:ENSP00000252037.4|intact:EBI-744771|uniprotkb:O75344	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:fkbp6_human(display_short)|psi-mi:Inactive peptidyl-prolyl cis-trans isomerase FKBP6(display_long)|uniprotkb:FKBP6(gene name)|uniprotkb:FKBP36(gene name synonym)|uniprotkb:FK506-binding protein 6(gene name synonym)|uniprotkb:36 kDa FK506-binding protein(gene name synonym)|uniprotkb:Immunophilin FKBP36(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kasai H. et al.(2014)	intact:EBI-11620827|pubmed:26567527|imex:IM-25969	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-11688388|imex:IM-25969-23	intact-miscore:0.6
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:O75344	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q9UDS0|uniprotkb:B4DXT7|uniprotkb:G3V0I2|uniprotkb:Q7Z4T4|ensembl:ENSP00000252037.4|intact:EBI-744771|uniprotkb:O75344	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:fkbp6_human(display_short)|psi-mi:Inactive peptidyl-prolyl cis-trans isomerase FKBP6(display_long)|uniprotkb:FKBP6(gene name)|uniprotkb:FKBP36(gene name synonym)|uniprotkb:FK506-binding protein 6(gene name synonym)|uniprotkb:36 kDa FK506-binding protein(gene name synonym)|uniprotkb:Immunophilin FKBP36(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kasai H. et al.(2014)	intact:EBI-11620827|pubmed:26567527|imex:IM-25969	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-11688399|imex:IM-25969-11	intact-miscore:0.6
